id_interaksi,id_mahasiswa,id_konten,waktu_akses,durasi_tonton,feedback,device,status
INT1777,MHS177,KNT152,2025-01-05 08:50:36,46,Kurang,Laptop,Belum Selesai
INT1778,MHS109,KNT194,2025-05-05 01:01:48,57,Sangat Membantu,HP,Belum Selesai
INT1779,MHS212,KNT097,2024-12-03 19:01:46,62,Kurang,Tablet,Selesai
INT1780,MHS263,KNT023,2024-12-07 11:24:30,26,Bermanfaat,HP,Belum Selesai
INT1781,MHS073,KNT002,2025-04-04 11:28:31,37,Kurang,Tablet,Selesai
INT1782,MHS083,KNT105,2025-05-03 16:31:28,31,Bermanfaat,Tablet,Selesai
INT1783,MHS095,KNT164,2025-02-25 02:01:27,69,Kurang,HP,Belum Selesai
INT1784,MHS114,KNT070,2025-01-22 11:29:08,10,Bermanfaat,Laptop,Selesai
INT1785,MHS130,KNT107,2025-02-22 01:52:39,64,Sangat Membantu,Tablet,Belum Selesai
INT1786,MHS100,KNT045,2024-11-22 18:11:33,8,Kurang,HP,Belum Selesai
INT1787,MHS059,KNT143,2025-05-17 23:06:44,14,Sangat Membantu,Tablet,Selesai
INT1788,MHS093,KNT119,2025-05-19 14:57:36,86,Sangat Membantu,Tablet,Selesai
INT1789,MHS291,KNT182,2025-04-15 19:16:24,93,Kurang,HP,Selesai
INT1790,MHS028,KNT146,2024-12-10 21:40:02,91,Sangat Membantu,Laptop,Selesai
INT1791,MHS282,KNT194,2025-03-22 07:10:13,100,Kurang,HP,Selesai
INT1792,MHS237,KNT036,2025-03-19 23:10:23,64,Bermanfaat,Tablet,Selesai
INT1793,MHS282,KNT052,2025-03-02 00:42:46,53,Sangat Membantu,Tablet,Selesai
INT1794,MHS038,KNT048,2025-03-24 00:53:51,48,Bermanfaat,HP,Belum Selesai
INT1795,MHS149,KNT098,2025-01-18 14:09:08,100,Sangat Membantu,Laptop,Selesai
INT1796,MHS035,KNT075,2025-04-18 14:00:45,56,Bermanfaat,Laptop,Selesai
INT1797,MHS129,KNT142,2025-02-15 10:59:55,114,Bermanfaat,Laptop,Belum Selesai
INT1798,MHS051,KNT126,2025-05-09 04:33:51,29,Bermanfaat,Tablet,Belum Selesai
INT1799,MHS102,KNT011,2025-03-01 17:17:28,55,Bermanfaat,HP,Selesai
INT1800,MHS298,KNT078,2025-01-22 15:32:37,9,Bermanfaat,HP,Belum Selesai
INT1801,MHS250,KNT150,2024-11-23 00:42:50,6,Bermanfaat,Tablet,Selesai
INT1802,MHS170,KNT078,2025-05-10 06:44:24,37,Sangat Membantu,HP,Belum Selesai
INT1803,MHS183,KNT127,2025-04-10 18:54:33,19,Kurang,HP,Belum Selesai
INT1804,MHS066,KNT144,2025-04-08 07:56:44,95,Bermanfaat,HP,Selesai
INT1805,MHS121,KNT190,2025-01-16 08:33:01,22,Bermanfaat,Laptop,Belum Selesai
INT1806,MHS052,KNT119,2025-04-30 07:57:17,46,Sangat Membantu,HP,Selesai
INT1807,MHS146,KNT058,2025-04-20 19:02:29,90,Bermanfaat,Laptop,Belum Selesai
INT1808,MHS036,KNT007,2025-02-25 02:10:08,100,Kurang,Tablet,Selesai
INT1809,MHS100,KNT001,2024-12-20 17:43:49,64,Bermanfaat,Laptop,Belum Selesai
INT1810,MHS163,KNT040,2025-04-04 00:51:09,67,Sangat Membantu,HP,Selesai
INT1811,MHS249,KNT068,2024-12-18 15:17:25,64,Sangat Membantu,Tablet,Belum Selesai
INT1812,MHS231,KNT077,2025-05-19 20:11:02,13,Sangat Membantu,HP,Selesai
INT1813,MHS169,KNT164,2025-01-16 02:23:31,15,Kurang,Laptop,Selesai
INT1814,MHS157,KNT163,2025-04-23 05:29:57,75,Kurang,Laptop,Selesai
INT1815,MHS300,KNT121,2025-05-08 16:06:51,89,Kurang,Tablet,Selesai
INT1816,MHS079,KNT032,2025-03-25 19:58:03,36,Bermanfaat,HP,Selesai
INT1817,MHS290,KNT168,2025-03-11 05:05:44,96,Bermanfaat,Tablet,Belum Selesai
INT1818,MHS291,KNT171,2025-03-29 22:19:47,61,Sangat Membantu,Laptop,Selesai
INT1819,MHS187,KNT074,2025-01-13 00:48:28,22,Sangat Membantu,Tablet,Selesai
INT1820,MHS162,KNT107,2024-11-27 04:56:30,65,Kurang,Laptop,Belum Selesai
INT1821,MHS220,KNT046,2024-12-16 04:46:58,110,Kurang,HP,Belum Selesai
INT1822,MHS087,KNT126,2025-01-28 13:24:09,40,Bermanfaat,Laptop,Selesai
INT1823,MHS003,KNT177,2025-04-27 00:19:44,112,Bermanfaat,HP,Belum Selesai
INT1824,MHS161,KNT166,2025-03-03 01:28:24,25,Bermanfaat,Tablet,Belum Selesai
INT1825,MHS127,KNT063,2024-12-17 22:25:57,26,Kurang,Tablet,Belum Selesai
INT1826,MHS114,KNT008,2024-12-01 10:49:17,112,Sangat Membantu,Tablet,Selesai
INT1827,MHS224,KNT031,2025-03-01 19:00:25,7,Kurang,HP,Belum Selesai
INT1828,MHS142,KNT196,2024-12-14 05:11:12,82,Sangat Membantu,Tablet,Selesai
INT1829,MHS185,KNT071,2025-03-18 00:56:43,17,Sangat Membantu,Tablet,Selesai
INT1830,MHS069,KNT127,2025-05-08 07:26:48,27,Kurang,HP,Selesai
INT1831,MHS170,KNT018,2025-04-17 14:40:01,42,Sangat Membantu,Tablet,Belum Selesai
INT1832,MHS246,KNT154,2025-03-09 13:02:33,20,Bermanfaat,Laptop,Selesai
INT1833,MHS237,KNT191,2025-01-18 15:55:04,73,Bermanfaat,Laptop,Selesai
INT1834,MHS229,KNT093,2025-05-01 22:06:53,99,Bermanfaat,Laptop,Belum Selesai
INT1835,MHS184,KNT149,2025-04-03 15:59:32,55,Sangat Membantu,Tablet,Belum Selesai
INT1836,MHS157,KNT124,2025-02-06 07:52:11,26,Sangat Membantu,Tablet,Belum Selesai
INT1837,MHS250,KNT145,2024-12-30 16:54:39,14,Sangat Membantu,Tablet,Belum Selesai
INT1838,MHS283,KNT112,2024-12-22 10:53:57,90,Kurang,HP,Belum Selesai
INT1839,MHS056,KNT067,2024-11-26 05:34:43,102,Sangat Membantu,HP,Selesai
INT1840,MHS090,KNT161,2025-02-22 11:27:58,6,Kurang,HP,Selesai
INT1841,MHS042,KNT176,2025-04-07 01:15:09,91,Sangat Membantu,Tablet,Selesai
INT1842,MHS144,KNT122,2025-01-29 17:27:41,39,Bermanfaat,Laptop,Belum Selesai
INT1843,MHS072,KNT178,2025-01-30 12:59:25,24,Bermanfaat,Laptop,Selesai
INT1844,MHS276,KNT031,2024-12-26 10:10:18,61,Kurang,HP,Selesai
INT1845,MHS101,KNT096,2025-01-25 07:40:19,50,Sangat Membantu,HP,Belum Selesai
INT1846,MHS135,KNT132,2025-03-10 23:51:27,27,Bermanfaat,Laptop,Selesai
INT1847,MHS040,KNT188,2025-01-03 00:05:21,32,Bermanfaat,HP,Belum Selesai
INT1848,MHS039,KNT148,2024-11-30 05:39:00,96,Bermanfaat,HP,Belum Selesai
INT1849,MHS010,KNT005,2024-12-22 23:24:45,9,Kurang,HP,Belum Selesai
INT1850,MHS260,KNT067,2025-03-21 05:40:53,119,Kurang,Laptop,Selesai
INT1851,MHS016,KNT042,2024-11-26 15:52:03,91,Bermanfaat,Tablet,Belum Selesai
INT1852,MHS298,KNT149,2025-02-02 16:03:12,73,Bermanfaat,Tablet,Belum Selesai
INT1853,MHS297,KNT015,2025-01-15 12:18:52,32,Sangat Membantu,HP,Selesai
INT1854,MHS208,KNT038,2025-03-30 16:32:04,61,Kurang,HP,Selesai
INT1855,MHS109,KNT082,2025-05-16 05:11:51,94,Kurang,Tablet,Selesai
INT1856,MHS019,KNT119,2025-03-07 00:50:08,11,Kurang,Tablet,Selesai
INT1857,MHS283,KNT178,2025-03-02 22:01:18,112,Bermanfaat,Laptop,Selesai
INT1858,MHS134,KNT035,2025-02-05 13:51:17,86,Bermanfaat,Laptop,Belum Selesai
INT1859,MHS279,KNT092,2025-03-21 16:34:14,108,Kurang,Laptop,Belum Selesai
INT1860,MHS277,KNT042,2025-01-22 02:25:13,71,Bermanfaat,Tablet,Belum Selesai
INT1861,MHS242,KNT014,2025-02-01 12:47:41,87,Bermanfaat,HP,Selesai
INT1862,MHS077,KNT070,2025-05-08 03:21:34,89,Sangat Membantu,HP,Selesai
INT1863,MHS188,KNT093,2025-05-03 23:09:13,96,Bermanfaat,HP,Belum Selesai
INT1864,MHS201,KNT108,2025-04-13 16:35:00,89,Sangat Membantu,HP,Selesai
INT1865,MHS115,KNT163,2025-04-05 09:30:46,119,Kurang,Laptop,Belum Selesai
INT1866,MHS149,KNT092,2025-04-23 16:56:54,18,Kurang,Tablet,Belum Selesai
INT1867,MHS069,KNT013,2025-01-28 03:40:28,54,Sangat Membantu,Laptop,Belum Selesai
INT1868,MHS238,KNT075,2025-02-04 23:00:40,93,Bermanfaat,Tablet,Selesai
INT1869,MHS257,KNT075,2025-01-05 21:19:40,44,Kurang,HP,Selesai
INT1870,MHS262,KNT136,2025-05-02 11:22:43,61,Bermanfaat,Laptop,Selesai
INT1871,MHS047,KNT164,2025-01-21 12:05:43,11,Kurang,Tablet,Belum Selesai
INT1872,MHS204,KNT020,2025-03-16 02:23:44,81,Bermanfaat,HP,Selesai
INT1873,MHS187,KNT132,2025-03-30 23:00:29,5,Bermanfaat,Laptop,Belum Selesai
INT1874,MHS258,KNT050,2025-04-20 01:27:50,11,Bermanfaat,Tablet,Belum Selesai
INT1875,MHS006,KNT197,2025-03-01 03:22:15,103,Sangat Membantu,HP,Selesai
INT1876,MHS123,KNT161,2025-02-21 10:20:07,53,Sangat Membantu,Tablet,Belum Selesai
INT1877,MHS085,KNT047,2024-11-30 07:55:22,103,Kurang,HP,Belum Selesai
INT1878,MHS264,KNT196,2025-04-19 05:00:51,30,Bermanfaat,HP,Belum Selesai
INT1879,MHS072,KNT025,2024-12-29 09:52:37,36,Sangat Membantu,Tablet,Selesai
INT1880,MHS229,KNT154,2025-01-24 15:22:20,52,Sangat Membantu,HP,Belum Selesai
INT1881,MHS082,KNT193,2024-12-24 13:54:12,35,Bermanfaat,Tablet,Selesai
INT1882,MHS092,KNT043,2025-05-17 15:35:55,30,Bermanfaat,Laptop,Belum Selesai
INT1883,MHS290,KNT140,2025-03-25 22:03:34,16,Bermanfaat,Tablet,Belum Selesai
INT1884,MHS290,KNT083,2025-05-10 19:24:51,7,Bermanfaat,Laptop,Belum Selesai
INT1885,MHS075,KNT081,2025-02-13 10:02:19,58,Kurang,Tablet,Belum Selesai
INT1886,MHS248,KNT176,2024-12-13 10:39:41,8,Sangat Membantu,Laptop,Selesai
INT1887,MHS184,KNT078,2025-01-01 10:54:37,6,Kurang,Tablet,Selesai
INT1888,MHS021,KNT070,2024-12-08 20:09:50,48,Kurang,Laptop,Belum Selesai
INT1889,MHS113,KNT176,2025-03-10 18:15:06,110,Kurang,Tablet,Belum Selesai
INT1890,MHS250,KNT179,2025-05-17 04:29:19,29,Sangat Membantu,Laptop,Selesai
INT1891,MHS119,KNT177,2024-12-10 20:07:31,92,Kurang,Tablet,Selesai
INT1892,MHS033,KNT093,2025-03-13 00:12:32,90,Sangat Membantu,Laptop,Selesai
INT1893,MHS136,KNT025,2025-01-11 17:15:50,13,Kurang,Tablet,Selesai
INT1894,MHS190,KNT137,2025-03-08 21:48:10,33,Sangat Membantu,HP,Belum Selesai
INT1895,MHS120,KNT149,2025-01-25 16:44:22,117,Kurang,Tablet,Selesai
INT1896,MHS022,KNT091,2025-05-15 14:59:17,17,Kurang,Tablet,Selesai
INT1897,MHS106,KNT037,2025-04-08 23:44:44,107,Kurang,Laptop,Belum Selesai
INT1898,MHS266,KNT004,2025-01-22 05:31:04,111,Kurang,Laptop,Belum Selesai
INT1899,MHS185,KNT036,2025-05-02 09:14:15,111,Bermanfaat,Tablet,Belum Selesai
INT1900,MHS199,KNT133,2025-02-17 21:39:35,90,Kurang,HP,Selesai
INT1901,MHS241,KNT073,2025-01-03 20:55:31,26,Kurang,HP,Selesai
INT1902,MHS233,KNT096,2025-02-09 10:33:37,97,Sangat Membantu,HP,Selesai
INT1903,MHS024,KNT200,2025-05-17 09:02:20,26,Kurang,HP,Selesai
INT1904,MHS021,KNT125,2025-04-22 19:49:33,10,Sangat Membantu,Tablet,Selesai
INT1905,MHS166,KNT106,2024-12-27 18:55:04,58,Sangat Membantu,Laptop,Selesai
INT1906,MHS053,KNT088,2025-03-27 18:42:17,70,Sangat Membantu,Tablet,Belum Selesai
INT1907,MHS267,KNT042,2025-05-19 02:19:51,18,Kurang,HP,Belum Selesai
INT1908,MHS141,KNT027,2025-04-20 05:17:46,109,Bermanfaat,Laptop,Selesai
INT1909,MHS135,KNT056,2025-01-12 00:38:36,46,Kurang,Laptop,Belum Selesai
INT1910,MHS297,KNT040,2025-03-09 16:51:52,46,Sangat Membantu,Tablet,Belum Selesai
INT1911,MHS279,KNT129,2025-04-02 23:28:22,76,Sangat Membantu,Tablet,Selesai
INT1912,MHS292,KNT057,2024-11-23 22:09:45,85,Sangat Membantu,HP,Belum Selesai
INT1913,MHS090,KNT049,2025-01-07 03:39:31,29,Sangat Membantu,HP,Selesai
INT1914,MHS193,KNT144,2024-12-18 01:03:57,84,Bermanfaat,Tablet,Belum Selesai
INT1915,MHS194,KNT158,2024-11-27 17:50:44,31,Bermanfaat,Tablet,Belum Selesai
INT1916,MHS188,KNT177,2025-02-23 16:28:47,74,Kurang,Tablet,Selesai
INT1917,MHS040,KNT135,2024-12-12 13:04:39,55,Bermanfaat,HP,Belum Selesai
INT1918,MHS265,KNT137,2025-04-27 19:04:58,59,Sangat Membantu,Laptop,Belum Selesai
INT1919,MHS129,KNT183,2024-12-01 22:05:02,20,Bermanfaat,HP,Selesai
INT1920,MHS193,KNT142,2025-03-11 16:33:20,34,Kurang,Tablet,Selesai
INT1921,MHS115,KNT180,2024-11-24 13:04:00,32,Kurang,HP,Selesai
INT1922,MHS265,KNT194,2024-12-06 17:29:14,18,Bermanfaat,Laptop,Selesai
INT1923,MHS208,KNT030,2025-03-30 16:26:54,50,Bermanfaat,Tablet,Selesai
INT1924,MHS181,KNT107,2025-05-08 15:56:31,46,Sangat Membantu,HP,Selesai
INT1925,MHS177,KNT118,2025-02-07 10:22:40,27,Sangat Membantu,Laptop,Belum Selesai
INT1926,MHS250,KNT020,2025-01-22 09:00:08,6,Sangat Membantu,Laptop,Selesai
INT1927,MHS247,KNT030,2025-04-08 14:05:35,56,Kurang,Laptop,Belum Selesai
INT1928,MHS004,KNT034,2025-04-06 01:29:22,88,Kurang,HP,Belum Selesai
INT1929,MHS257,KNT005,2025-03-27 03:59:49,45,Bermanfaat,HP,Belum Selesai
INT1930,MHS072,KNT123,2025-02-09 06:06:53,6,Sangat Membantu,Laptop,Selesai
INT1931,MHS226,KNT090,2025-03-12 16:35:19,54,Bermanfaat,HP,Belum Selesai
INT1932,MHS085,KNT080,2025-02-21 23:02:51,32,Bermanfaat,Laptop,Selesai
INT1933,MHS118,KNT177,2025-03-04 02:48:33,63,Kurang,Tablet,Selesai
INT1934,MHS040,KNT093,2025-05-08 04:57:33,33,Sangat Membantu,Tablet,Selesai
INT1935,MHS264,KNT036,2025-01-16 21:18:03,13,Bermanfaat,HP,Belum Selesai
INT1936,MHS144,KNT114,2025-02-16 23:00:08,89,Kurang,Tablet,Selesai
INT1937,MHS109,KNT153,2025-01-30 20:59:24,109,Sangat Membantu,HP,Selesai
INT1938,MHS077,KNT134,2025-03-12 18:33:57,40,Sangat Membantu,Tablet,Selesai
INT1939,MHS096,KNT196,2025-04-22 17:03:29,88,Sangat Membantu,Tablet,Selesai
INT1940,MHS081,KNT088,2024-11-28 05:58:06,84,Kurang,Laptop,Belum Selesai
INT1941,MHS186,KNT045,2025-03-25 18:32:56,52,Sangat Membantu,Tablet,Selesai
INT1942,MHS061,KNT182,2025-04-19 20:21:28,10,Bermanfaat,HP,Selesai
INT1943,MHS118,KNT078,2025-02-14 11:38:52,13,Kurang,Tablet,Selesai
INT1944,MHS213,KNT008,2025-04-16 20:58:38,118,Sangat Membantu,Tablet,Selesai
INT1945,MHS170,KNT191,2025-04-23 00:10:35,32,Kurang,Laptop,Belum Selesai
INT1946,MHS059,KNT031,2025-02-06 11:35:35,57,Kurang,Laptop,Selesai
INT1947,MHS247,KNT057,2024-12-25 06:09:56,43,Kurang,Laptop,Belum Selesai
INT1948,MHS246,KNT033,2024-12-16 08:34:01,103,Sangat Membantu,Laptop,Selesai
INT1949,MHS246,KNT178,2024-12-17 19:49:06,81,Kurang,HP,Belum Selesai
INT1950,MHS108,KNT037,2025-02-09 23:35:07,68,Kurang,Laptop,Selesai
INT1951,MHS083,KNT177,2025-04-12 18:25:07,18,Kurang,Laptop,Selesai
INT1952,MHS211,KNT059,2025-02-15 07:59:22,96,Bermanfaat,Laptop,Belum Selesai
INT1953,MHS012,KNT079,2024-11-20 09:56:26,73,Bermanfaat,Tablet,Selesai
INT1954,MHS125,KNT033,2025-03-02 08:48:42,106,Sangat Membantu,Tablet,Belum Selesai
INT1955,MHS023,KNT054,2025-01-18 12:22:28,113,Sangat Membantu,Laptop,Selesai
INT1956,MHS066,KNT034,2025-04-22 19:57:07,77,Sangat Membantu,Laptop,Belum Selesai
INT1957,MHS294,KNT021,2025-03-04 23:22:51,26,Kurang,Tablet,Belum Selesai
INT1958,MHS083,KNT109,2025-02-22 00:48:39,37,Sangat Membantu,HP,Selesai
INT1959,MHS069,KNT177,2025-03-09 02:54:21,17,Bermanfaat,Laptop,Belum Selesai
INT1960,MHS263,KNT196,2025-01-01 18:14:18,81,Kurang,HP,Belum Selesai
INT1961,MHS021,KNT029,2024-12-21 17:54:42,46,Kurang,HP,Belum Selesai
INT1962,MHS294,KNT020,2024-12-05 12:11:55,85,Sangat Membantu,Laptop,Belum Selesai
INT1963,MHS076,KNT005,2024-12-01 09:28:28,94,Kurang,Tablet,Selesai
INT1964,MHS029,KNT199,2025-02-13 16:54:40,54,Kurang,Laptop,Selesai
INT1965,MHS086,KNT124,2025-02-02 20:38:33,91,Bermanfaat,Laptop,Belum Selesai
INT1966,MHS133,KNT194,2025-05-19 11:54:43,103,Bermanfaat,HP,Belum Selesai
INT1967,MHS093,KNT111,2025-02-27 20:54:44,93,Kurang,Laptop,Belum Selesai
INT1968,MHS265,KNT011,2025-04-26 01:31:09,22,Sangat Membantu,HP,Selesai
INT1969,MHS208,KNT051,2025-05-16 04:12:13,47,Bermanfaat,HP,Selesai
INT1970,MHS289,KNT028,2025-03-12 09:02:16,27,Kurang,Laptop,Belum Selesai
INT1971,MHS010,KNT009,2025-04-20 21:04:21,86,Sangat Membantu,Laptop,Selesai
INT1972,MHS146,KNT169,2025-01-13 17:49:06,102,Bermanfaat,HP,Belum Selesai
INT1973,MHS044,KNT132,2024-12-21 05:32:55,118,Sangat Membantu,Laptop,Selesai
INT1974,MHS111,KNT152,2025-04-05 13:14:25,93,Kurang,Laptop,Selesai
INT1975,MHS230,KNT016,2024-12-08 11:05:04,45,Sangat Membantu,HP,Selesai
INT1976,MHS242,KNT121,2025-05-17 00:56:42,113,Sangat Membantu,Laptop,Selesai
INT1977,MHS247,KNT031,2025-01-19 11:11:24,90,Sangat Membantu,HP,Selesai
INT1978,MHS088,KNT065,2024-12-25 21:06:55,66,Bermanfaat,Laptop,Selesai
INT1979,MHS113,KNT012,2025-02-07 21:40:48,13,Kurang,HP,Selesai
INT1980,MHS211,KNT017,2025-04-04 12:06:41,47,Kurang,Tablet,Selesai
INT1981,MHS074,KNT078,2025-04-19 23:55:56,7,Kurang,Tablet,Selesai
INT1982,MHS299,KNT171,2025-01-28 18:09:09,82,Bermanfaat,Laptop,Selesai
INT1983,MHS094,KNT003,2025-03-18 11:51:05,79,Kurang,HP,Belum Selesai
INT1984,MHS262,KNT194,2025-04-22 09:03:47,62,Bermanfaat,Laptop,Selesai
INT1985,MHS136,KNT025,2025-03-10 03:46:06,53,Kurang,HP,Selesai
INT1986,MHS086,KNT032,2025-03-10 07:54:03,70,Bermanfaat,HP,Belum Selesai
INT1987,MHS176,KNT155,2025-05-13 13:27:35,86,Bermanfaat,HP,Selesai
INT1988,MHS233,KNT053,2025-04-11 16:34:52,99,Kurang,Laptop,Selesai
INT1989,MHS036,KNT151,2025-03-02 03:29:19,34,Sangat Membantu,Laptop,Selesai
INT1990,MHS118,KNT052,2025-05-03 19:19:59,69,Bermanfaat,HP,Selesai
INT1991,MHS194,KNT048,2025-04-11 14:33:46,80,Bermanfaat,Tablet,Selesai
INT1992,MHS198,KNT172,2025-02-11 11:48:35,95,Kurang,Laptop,Belum Selesai
INT1993,MHS068,KNT090,2025-03-04 05:28:11,6,Kurang,Laptop,Selesai
INT1994,MHS056,KNT008,2025-03-22 13:50:34,34,Bermanfaat,Laptop,Belum Selesai
INT1995,MHS009,KNT024,2025-04-21 17:14:50,7,Kurang,Tablet,Selesai
INT1996,MHS104,KNT038,2024-12-18 10:02:45,83,Kurang,Tablet,Belum Selesai
INT1997,MHS268,KNT192,2025-02-11 23:16:13,102,Sangat Membantu,Tablet,Selesai
INT1998,MHS259,KNT072,2025-04-27 13:23:56,119,Bermanfaat,Tablet,Selesai
INT1999,MHS215,KNT149,2024-12-22 12:59:31,20,Bermanfaat,Laptop,Selesai
INT2000,MHS077,KNT090,2025-03-10 07:16:45,44,Kurang,Laptop,Belum Selesai
INT2001,MHS050,KNT091,2024-12-17 17:22:54,35,Bermanfaat,Laptop,Belum Selesai
INT2002,MHS091,KNT042,2025-01-27 09:58:12,99,Kurang,Laptop,Belum Selesai
INT2003,MHS244,KNT129,2025-03-09 13:22:04,59,Kurang,HP,Belum Selesai
INT2004,MHS020,KNT200,2025-05-02 13:15:21,101,Sangat Membantu,Tablet,Belum Selesai
INT2005,MHS273,KNT187,2025-01-23 08:58:32,36,Sangat Membantu,Tablet,Belum Selesai
INT2006,MHS258,KNT157,2025-01-27 12:37:00,84,Sangat Membantu,HP,Selesai
INT2007,MHS061,KNT062,2025-01-12 19:00:56,15,Bermanfaat,Tablet,Selesai
INT2008,MHS048,KNT130,2025-01-01 14:38:57,12,Bermanfaat,HP,Selesai
INT2009,MHS247,KNT146,2024-11-24 14:48:00,22,Sangat Membantu,HP,Belum Selesai
INT2010,MHS067,KNT018,2024-11-25 04:01:35,52,Kurang,Laptop,Belum Selesai
INT2011,MHS277,KNT026,2025-01-06 07:26:42,68,Bermanfaat,Laptop,Selesai
INT2012,MHS001,KNT149,2024-12-16 14:51:12,42,Sangat Membantu,Laptop,Selesai
INT2013,MHS221,KNT196,2024-12-03 23:25:48,30,Bermanfaat,Tablet,Belum Selesai
INT2014,MHS268,KNT004,2025-03-01 09:59:22,24,Kurang,HP,Belum Selesai
INT2015,MHS216,KNT136,2024-12-11 11:27:51,53,Sangat Membantu,HP,Belum Selesai
INT2016,MHS190,KNT056,2025-04-17 00:21:22,31,Bermanfaat,HP,Belum Selesai
INT2017,MHS023,KNT184,2024-11-28 15:42:37,87,Kurang,Tablet,Selesai
INT2018,MHS272,KNT050,2025-05-19 22:18:18,9,Bermanfaat,Laptop,Belum Selesai
INT2019,MHS220,KNT073,2025-01-09 22:02:34,35,Bermanfaat,HP,Selesai
INT2020,MHS118,KNT044,2024-11-20 14:25:48,97,Kurang,Laptop,Belum Selesai
INT2021,MHS247,KNT194,2024-12-30 03:05:06,81,Kurang,Laptop,Belum Selesai
INT2022,MHS196,KNT138,2025-05-14 09:08:41,61,Bermanfaat,HP,Selesai
INT2023,MHS180,KNT002,2024-12-31 05:42:44,99,Sangat Membantu,HP,Selesai
INT2024,MHS295,KNT186,2025-03-27 02:48:53,117,Sangat Membantu,HP,Selesai
INT2025,MHS051,KNT026,2025-01-09 17:54:48,47,Kurang,Laptop,Belum Selesai
INT2026,MHS218,KNT055,2025-05-02 11:12:04,22,Kurang,HP,Belum Selesai
INT2027,MHS069,KNT130,2025-04-29 19:06:14,40,Kurang,HP,Selesai
INT2028,MHS131,KNT182,2024-12-08 23:22:23,45,Bermanfaat,HP,Belum Selesai
INT2029,MHS245,KNT122,2025-05-19 09:40:58,87,Kurang,Laptop,Selesai
INT2030,MHS120,KNT094,2025-01-19 06:08:25,105,Kurang,HP,Belum Selesai
INT2031,MHS043,KNT179,2024-12-18 09:12:24,102,Sangat Membantu,Tablet,Selesai
INT2032,MHS146,KNT151,2025-05-17 21:31:59,10,Kurang,HP,Belum Selesai
INT2033,MHS279,KNT048,2025-01-26 03:54:39,71,Bermanfaat,Laptop,Belum Selesai
INT2034,MHS210,KNT113,2025-01-23 21:21:03,106,Sangat Membantu,Tablet,Selesai
INT2035,MHS132,KNT173,2025-04-29 09:56:00,58,Kurang,Laptop,Belum Selesai
INT2036,MHS097,KNT028,2024-12-07 00:50:13,87,Sangat Membantu,Tablet,Selesai
INT2037,MHS003,KNT047,2024-11-30 16:51:38,109,Kurang,Tablet,Belum Selesai
INT2038,MHS004,KNT091,2025-01-05 15:47:35,41,Sangat Membantu,HP,Selesai
INT2039,MHS296,KNT098,2025-02-20 20:54:58,101,Bermanfaat,HP,Belum Selesai
INT2040,MHS268,KNT109,2025-01-31 08:41:25,8,Sangat Membantu,Laptop,Belum Selesai
INT2041,MHS061,KNT055,2025-04-12 15:20:02,34,Bermanfaat,HP,Belum Selesai
INT2042,MHS267,KNT132,2025-02-21 04:54:25,113,Kurang,Tablet,Selesai
INT2043,MHS004,KNT059,2025-02-23 02:58:04,98,Bermanfaat,Tablet,Belum Selesai
INT2044,MHS193,KNT105,2025-04-05 23:12:09,47,Kurang,HP,Selesai
INT2045,MHS106,KNT029,2025-01-10 06:21:13,48,Sangat Membantu,Laptop,Belum Selesai
INT2046,MHS162,KNT195,2024-12-08 01:41:59,36,Bermanfaat,Laptop,Belum Selesai
INT2047,MHS210,KNT081,2025-03-21 20:26:00,31,Kurang,Laptop,Belum Selesai
INT2048,MHS186,KNT032,2025-03-21 13:01:07,74,Kurang,Laptop,Belum Selesai
INT2049,MHS055,KNT120,2025-03-15 08:30:06,11,Bermanfaat,Tablet,Selesai
INT2050,MHS080,KNT029,2025-04-14 06:49:56,90,Kurang,Laptop,Belum Selesai
INT2051,MHS219,KNT134,2025-03-16 22:05:46,36,Sangat Membantu,Laptop,Selesai
INT2052,MHS300,KNT035,2025-04-22 21:50:36,107,Sangat Membantu,Tablet,Belum Selesai
INT2053,MHS130,KNT127,2025-04-03 13:22:33,92,Kurang,Laptop,Selesai
INT2054,MHS134,KNT196,2024-12-31 13:49:32,94,Sangat Membantu,Laptop,Selesai
INT2055,MHS275,KNT093,2025-02-27 14:30:12,97,Bermanfaat,Tablet,Selesai
INT2056,MHS217,KNT181,2025-05-19 00:18:46,33,Kurang,HP,Belum Selesai
INT2057,MHS290,KNT074,2025-04-28 00:29:58,82,Kurang,Laptop,Belum Selesai
INT2058,MHS188,KNT143,2025-04-22 19:10:32,116,Bermanfaat,Laptop,Selesai
INT2059,MHS142,KNT185,2025-04-17 21:19:28,53,Bermanfaat,Tablet,Selesai
INT2060,MHS204,KNT011,2025-04-01 11:58:48,71,Sangat Membantu,Laptop,Selesai
INT2061,MHS105,KNT022,2025-05-13 19:50:22,46,Kurang,Tablet,Belum Selesai
INT2062,MHS212,KNT084,2024-11-27 03:05:10,28,Sangat Membantu,Tablet,Belum Selesai
INT2063,MHS283,KNT127,2025-02-28 22:52:13,61,Kurang,HP,Belum Selesai
INT2064,MHS286,KNT030,2024-11-25 23:35:51,85,Sangat Membantu,HP,Selesai
INT2065,MHS248,KNT099,2025-03-20 14:09:19,5,Sangat Membantu,Tablet,Belum Selesai
INT2066,MHS092,KNT073,2024-12-07 05:44:39,13,Sangat Membantu,HP,Belum Selesai
